epoch,accuracy,loss,val_accuracy,val_loss
0,0.980969250202179,0.04569856449961662,0.9093140959739685,0.3727070689201355
1,0.9977147579193115,0.006401517894119024,0.9995974898338318,0.001343748182989657
2,0.9985421299934387,0.005267490167170763,0.9995572566986084,0.002074308693408966
3,0.9996060132980347,0.000768507132306695,0.9997182488441467,0.0013641599798575044
4,0.99858158826828,0.003697942942380905,0.9964176416397095,0.012058829888701439
5,0.9986603856086731,0.0030638750176876783,0.9831347465515137,0.05227196216583252
6,0.9998030066490173,0.0006086605135351419,0.9996780157089233,0.001338713220320642
7,0.9999606013298035,0.00020516033691819757,0.9996377229690552,0.0014197806594893336
8,0.9999606013298035,5.0365491915727034e-05,0.9997182488441467,0.0015212574508041143
9,0.9999606013298035,4.354423799668439e-05,0.9997584819793701,0.0013788877986371517
10,1.0,4.077733319718391e-05,0.9997584819793701,0.0009637923212721944
11,1.0,2.5090903363889083e-05,0.9997987151145935,0.0007903379737399518
12,1.0,9.644037345424294e-05,0.9998390078544617,0.000744910619687289
13,0.9998818039894104,0.00030939237331040204,0.9996377229690552,0.0013234249781817198
14,0.9999606013298035,3.3976051781792194e-05,0.9998792409896851,0.0007141046226024628
15,1.0,8.940560292103328e-06,0.9998390078544617,0.0004849061951972544
16,0.9998030066490173,0.0004672158684115857,0.9997584819793701,0.0007624404388479888
17,1.0,7.586224000988295e-06,0.9997987151145935,0.0006751964101567864
18,1.0,1.718098792480305e-05,0.9997987151145935,0.0005669683450832963
19,0.9999606013298035,2.7881749701919034e-05,0.9997182488441467,0.0011773700825870037
20,1.0,1.49810048242216e-05,0.9998792409896851,0.0006493546534329653
21,1.0,6.602418125112308e-06,0.9997987151145935,0.0006681644008494914
22,1.0,2.677787051652558e-06,0.9998390078544617,0.0006436998955905437
23,1.0,1.31803710701206e-06,0.9997987151145935,0.0006227894918993115
