epoch,accuracy,loss,val_accuracy,val_loss
0,0.9674152731895447,0.07395730167627335,0.9990742206573486,0.0022322903387248516
1,0.9986997842788696,0.0037272225599735975,0.9998792409896851,0.0007777322316542268
2,0.9988967776298523,0.0030967770144343376,0.9989936947822571,0.0021892960648983717
3,0.9980299472808838,0.004225387703627348,0.9967799186706543,0.008655514568090439
4,0.9996848106384277,0.0010190848261117935,0.9997987151145935,0.0005800549988634884
5,0.9999212026596069,0.00020334814325906336,0.9998792409896851,0.00032480646041221917
6,0.9999606013298035,0.00012740172678604722,0.9998792409896851,0.0003451869124546647
7,0.9999606013298035,0.00013960471551399678,0.9998792409896851,0.0003226404369343072
8,0.9999606013298035,7.397282752208412e-05,0.9993962049484253,0.002310769632458687
9,0.99858158826828,0.0029947811271995306,0.9996780157089233,0.0010708195623010397
10,0.9999212026596069,0.00018516398267820477,0.9997182488441467,0.0008381817606277764
11,1.0,3.336287409183569e-05,0.9998390078544617,0.0008256734581664205
12,1.0,2.9112899937899783e-05,0.9998390078544617,0.0008146639447659254
13,1.0,2.9653812816832215e-05,0.9998390078544617,0.0008192156092263758
14,1.0,1.6682399291312322e-05,0.9998390078544617,0.0008555946405977011
15,1.0,9.896974006551318e-06,0.9998390078544617,0.0008753689471632242
