epoch,accuracy,loss,val_accuracy,val_loss
0,0.9727738499641418,0.08112502098083496,0.9951698780059814,0.014801844954490662
1,0.9953506588935852,0.016770359128713608,0.9991547465324402,0.003351861145347357
2,0.9977541565895081,0.006404122803360224,0.999114453792572,0.0022728091571480036
3,0.9961780905723572,0.013513587415218353,0.9983094334602356,0.004374166019260883
4,0.9992907643318176,0.0036226350348442793,0.998631477355957,0.00558463204652071
5,0.9952324628829956,0.018533507362008095,0.9935598373413086,0.021446922793984413
6,0.998345136642456,0.0035863483790308237,0.9997987151145935,0.0005333117442205548
7,0.9990149736404419,0.0045378552749753,0.9997987151145935,0.0005726594827137887
8,1.0,7.445314986398444e-05,0.9998390078544617,0.0009580818004906178
9,1.0,3.248574284953065e-05,0.9997987151145935,0.000821038440335542
10,0.9951930642127991,0.021917084231972694,0.9924327731132507,0.04088933765888214
11,0.9984633326530457,0.008528482168912888,0.9991547465324402,0.003415017854422331
12,0.9993301630020142,0.0015841765562072396,0.9992755055427551,0.0032488363794982433
13,0.9992513656616211,0.0035753974225372076,0.9987924695014954,0.009169480763375759
14,0.9988967776298523,0.004506660625338554,0.9993157386779785,0.0037439719308167696
