epoch,accuracy,loss,val_accuracy,val_loss
0,0.9833333492279053,0.039149265736341476,0.9993157386779785,0.0016607129946351051
1,0.9939322471618652,0.019578102976083755,0.9942843317985535,0.01627965457737446
2,0.9960598945617676,0.011604072526097298,0.8976010084152222,1.476677417755127
3,0.9987785816192627,0.004346664994955063,0.9993157386779785,0.0019673691131174564
4,0.9990543723106384,0.0026184881571680307,0.9869586229324341,0.02930132858455181
5,0.9999212026596069,0.0003423250454943627,0.9980276823043823,0.006695287302136421
6,0.9998818039894104,0.00030606455402448773,0.9993157386779785,0.001919449190609157
7,0.9999606013298035,8.142985461745411e-05,0.9997584819793701,0.000963014957960695
8,1.0,2.9485232516890392e-05,0.9997987151145935,0.0013388028601184487
9,1.0,1.2756692740367725e-05,0.9997584819793701,0.0013045801315456629
10,0.9996060132980347,0.0008593255770392716,0.9960956573486328,0.013330353423953056
11,0.9987785816192627,0.004086243454366922,0.9645789861679077,0.14485061168670654
12,0.9996060132980347,0.0013876167358830571,0.9996377229690552,0.0014270736137405038
13,0.9999212026596069,0.0001656760141486302,0.9997182488441467,0.0014486832078546286
14,0.9999606013298035,4.0479535527992994e-05,0.9996780157089233,0.0018079518340528011
15,0.9999606013298035,3.5458953789202496e-05,0.9996780157089233,0.0016088172560557723
